customer_code,paid_date,channel,subchannel,sku_code
C47315494382,2025-01-16,EC,MPS,P143712018123
C47315494382,2024-08-13,Retail,Store,P861225389124
C47315494382,2024-03-10,Retail,Store,P402050423803
C47315494382,2025-01-22,EC,Douyin,P413508098239
C47315494382,2024-04-03,EC,JD,P987021268857
C47315494382,2024-04-15,EC,MPS,P329486563759
C47315494382,2024-01-29,EC,Tmall,P766912793569
C47315494382,2024-04-19,Retail,Store,P464794573019
C47315494382,2024-08-08,Retail,Store,P837851573534
C47315494382,2025-01-23,EC,Douyin,P956394882068
C47315494382,2024-08-08,EC,MPS,P4721662410015
C47315494382,2024-11-06,Retail,Store,P5007271412564
C47315494382,2024-08-25,EC,Tmall,P530969965047
C47315494382,2024-04-26,EC,JD,P117551861201
C47315494382,2024-04-08,EC,.CN,P3957198112569
C47315494382,2024-04-13,Retail,Store,P507561589915
C47315494382,2025-01-19,Retail,Store,P0823891010263
C47315494382,2024-04-13,Retail,Store,P216031668152
C47315494382,2024-12-20,Retail,Store,P658181186577
C47315494382,2024-11-22,EC,JD,P095643302123
C47315494382,2024-12-29,EC,Douyin,P28057185680
C47315494382,2024-12-27,EC,Douyin,P73041367484
C47315494382,2024-04-25,EC,MPS,P238655946303
C47315494382,2024-12-15,EC,.CN,P599514015829
C47315494382,2024-05-02,EC,MPS,P149012331253
C47315494382,2024-09-07,EC,.CN,P320564382542
C47315494382,2024-09-21,Retail,Store,P806415333646
C47315494382,2024-07-18,Retail,Store,P0569586013287
C47315494382,2024-01-29,EC,Tmall,P517332181047
C47315494382,2024-10-07,EC,JD,P300431717581
C47315494382,2024-02-27,Retail,Store,P3579221011940
C47315494382,2024-03-10,EC,Douyin,P893982491658
C47315494382,2024-05-24,EC,Tmall,P503010647133
C47315494382,2024-02-17,Retail,Store,P576819826290
C47315494382,2024-12-23,EC,.CN,P911341117694
C47315494382,2024-08-02,EC,Douyin,P430767078115
C694252531475,2024-08-11,Retail,Store,P362214893905
C757416321829,2024-07-10,Retail,Store,P872245137034
C757416321829,2024-02-16,Retail,Store,P803871478440
C757416321829,2024-11-28,EC,.CN,P530145901588
C757416321829,2024-12-15,EC,Tmall,P4807398613918
C757416321829,2024-08-11,EC,Tmall,P18063530106
C757416321829,2025-01-23,EC,JD,P669432204434
C757416321829,2024-07-03,Retail,Store,P7035241713545
C757416321829,2024-03-17,EC,MPS,P946848577502
C757416321829,2024-11-27,Retail,Store,P629426698859
C757416321829,2024-09-17,Retail,Store,P475554952288
C757416321829,2024-06-27,Retail,Store,P1017184311213
C89698657323,2024-09-12,EC,.CN,P198247812425
C6092280370,2024-04-16,Retail,Store,P0962971813048
C6092280370,2024-11-21,EC,Douyin,P362150024257
C6092280370,2025-01-14,Retail,Store,P955332064009
C29760005488,2024-11-24,Retail,Store,P3896266810422
C29760005488,2024-10-25,Retail,Store,P831681703272
C29760005488,2024-11-26,Retail,Store,P455709605815
C039800711596,2025-01-02,Retail,Store,P252984692228
C039800711596,2024-06-11,Retail,Store,P395150211903
C039800711596,2025-01-21,Retail,Store,P563190649751
C039800711596,2024-04-22,Retail,Store,P690402232515
C095952651123,2024-02-05,EC,Douyin,P880584723925
C095952651123,2024-02-02,EC,MPS,P676824831431
C095952651123,2024-06-30,Retail,Store,P5608890311975
C095952651123,2024-12-19,Retail,Store,P071694066881
C095952651123,2024-06-05,Retail,Store,P851490762128
C095952651123,2024-09-05,EC,Tmall,P833278042694
C095952651123,2025-01-05,Retail,Store,P263872298863
C095952651123,2024-07-27,EC,Tmall,P1596857913510
C095952651123,2024-04-17,EC,JD,P255946525013
C095952651123,2024-06-13,EC,Tmall,P40957888611
C095952651123,2024-05-13,Retail,Store,P949437033475
C095952651123,2024-06-25,Retail,Store,P298026332297
C095952651123,2024-08-07,Retail,Store,P4711622212826
C095952651123,2024-12-25,Retail,Store,P539964576281
C095952651123,2024-12-25,EC,Tmall,P379955491859
C095952651123,2024-11-20,EC,.CN,P239301272055
C818804701644,2024-10-16,Retail,Store,P9068493410278
C51326406829,2024-03-14,Retail,Store,P08640699122
C69948660538,2024-03-18,EC,Douyin,P887131221335
C69948660538,2025-01-21,EC,Tmall,P551006451069
C69948660538,2024-06-07,Retail,Store,P34335067801
C29253610959,2024-12-17,Retail,Store,P555624873249
C51065942331,2024-07-19,EC,JD,P677800041924
C51065942331,2024-07-01,EC,Tmall,P6337284212323
C94454162180,2024-05-09,Retail,Store,P598889703468
C94454162180,2024-05-28,EC,JD,P774358554979
C126476291137,2024-02-04,EC,.CN,P246092674077
C839674921891,2024-05-22,Retail,Store,P800607716262
C839674921891,2024-09-06,EC,Douyin,P340944592182
C839674921891,2024-09-04,EC,JD,P70385483306
C224073091457,2024-02-10,EC,.CN,P62622641283
C057114591577,2024-05-14,Retail,Store,P7600407710044
C057114591577,2024-12-09,EC,MPS,P744926859614
C057114591577,2024-01-29,Retail,Store,P611736756269
C057114591577,2024-11-24,Retail,Store,P552958433642
C057114591577,2024-07-15,EC,Douyin,P165444314003
C057114591577,2024-03-10,Retail,Store,P197933415233
C057114591577,2024-02-07,EC,JD,P88777730982
C057114591577,2024-09-05,Retail,Store,P557349433231
C057114591577,2024-02-11,EC,.CN,P460150242206
C057114591577,2024-03-08,EC,.CN,P402071946188
C057114591577,2025-01-24,Retail,Store,P823147334232
C057114591577,2024-04-20,Retail,Store,P546790176620
C057114591577,2024-06-22,Retail,Store,P543074196481
C057114591577,2024-12-17,Retail,Store,P566256855460
C057114591577,2024-10-07,EC,MPS,P72067981368
C057114591577,2024-06-03,Retail,Store,P790857087340
C057114591577,2024-08-28,EC,MPS,P267781811958
C057114591577,2024-02-02,EC,Tmall,P2478630211166
C057114591577,2024-12-24,Retail,Store,P63736937216
C057114591577,2024-11-05,Retail,Store,P317855062470
C057114591577,2024-08-25,Retail,Store,P5677410513156
C057114591577,2024-07-13,Retail,Store,P9995786510244
C057114591577,2024-06-27,Retail,Store,P7728447510186
C057114591577,2024-05-30,Retail,Store,P0475082610578
C057114591577,2024-08-25,EC,Tmall,P6371031011821
C057114591577,2024-04-24,EC,JD,P64854791583
C057114591577,2024-09-16,Retail,Store,P418426049413
C057114591577,2025-01-12,EC,JD,P487530893524
C057114591577,2024-10-04,EC,Douyin,P116869611966
C057114591577,2025-01-11,EC,Douyin,P620241473007
C057114591577,2024-10-08,Retail,Store,P852220088829
C057114591577,2024-08-26,EC,Douyin,P8052686013057
C057114591577,2024-05-25,Retail,Store,P396561825710
C057114591577,2024-06-27,Retail,Store,P216695643423
C057114591577,2024-02-05,EC,.CN,P789794788988
C855731731352,2024-07-28,Retail,Store,P6783971110280
C855731731352,2024-09-25,EC,Tmall,P779363896540
C855731731352,2024-11-26,EC,.CN,P6448410212363
C855731731352,2024-07-07,EC,MPS,P1854110713811
C855731731352,2024-06-04,Retail,Store,P950263814704
C173867101905,2024-04-09,Retail,Store,P632018672854
C173867101905,2024-12-07,EC,Tmall,P3665949413740
C173867101905,2024-10-14,EC,.CN,P696937579911
C173867101905,2024-08-03,EC,.CN,P813175412866
C173867101905,2024-04-19,EC,Douyin,P8280476814320
C366916341067,2024-07-20,EC,.CN,P682999871633
C366916341067,2024-10-01,Retail,Store,P757118617866
C366916341067,2024-12-14,EC,Douyin,P53334842336
C366916341067,2024-06-30,Retail,Store,P568770864658
C366916341067,2024-04-24,EC,MPS,P744125149000
C243764381755,2024-01-29,EC,Douyin,P6501840912081
C082382651406,2025-01-03,Retail,Store,P224772268214
C082382651406,2024-09-17,Retail,Store,P887387125491
C082382651406,2024-09-07,Retail,Store,P2497268010736
C81604236559,2024-12-12,Retail,Store,P197979548714
C81604236559,2024-10-16,Retail,Store,P627117452161
C81604236559,2024-10-09,EC,Tmall,P273058575208
C81604236559,2024-03-02,EC,.CN,P4264975313962
C81604236559,2024-06-25,EC,Tmall,P6597825513376
C076273591889,2024-12-09,Retail,Store,P568987465304
C076273591889,2024-07-04,Retail,Store,P151375212156
C076273591889,2025-01-13,Retail,Store,P081724909385
C076273591889,2024-04-27,Retail,Store,P298695858139
C528107751820,2025-01-12,Retail,Store,P3170076414073
C634139271792,2024-05-25,EC,Douyin,P000439101560
C20223320148,2024-03-01,EC,JD,P498640743413
C20223320148,2024-09-19,EC,.CN,P125426306322
C20223320148,2024-03-29,Retail,Store,P296679088776
C20223320148,2024-07-23,Retail,Store,P512924024909
C29164704580,2024-05-30,EC,JD,P419206108793
C29164704580,2024-09-28,Retail,Store,P352937402396
C29164704580,2024-11-08,EC,JD,P6891339712634
C95268408534,2024-10-19,EC,Douyin,P887341354649
C15753489271,2024-03-03,EC,Tmall,P151430527109
C15753489271,2024-12-09,Retail,Store,P131959931631
C15753489271,2024-05-19,Retail,Store,P6610571911797
C15753489271,2024-11-06,EC,MPS,P678500263951
C5898816238,2024-08-29,Retail,Store,P6259481310020
C5898816238,2024-11-24,EC,JD,P804250051702
C5898816238,2024-12-26,Retail,Store,P162796201752
C69916593191,2024-09-15,EC,.CN,P837247146058
C52487433132,2024-11-04,EC,Douyin,P6552005591
C882406821785,2024-08-16,EC,JD,P70649114337
C73386719227,2024-10-24,EC,MPS,P216717957061
C80036573146,2024-11-07,EC,.CN,P288012821467
C151133371557,2024-09-30,EC,MPS,P425572576939
C24282434883,2024-02-24,EC,Douyin,P3947207413579
C24282434883,2024-08-27,EC,Douyin,P018747578287
C24282434883,2024-08-25,Retail,Store,P742470283830
C01032541737,2024-12-20,EC,Douyin,P654580035102
C11093267998,2024-06-26,EC,.CN,P399791412557
C11093267998,2024-07-21,EC,MPS,P030959395913
C875247691966,2024-08-19,EC,JD,P952825973441
C875247691966,2024-12-08,Retail,Store,P9148812614125
C875247691966,2024-05-26,EC,Douyin,P746838215689
C875247691966,2024-02-06,EC,Douyin,P395150211903
C46112930780,2024-02-17,EC,.CN,P771600493502
C46112930780,2024-06-17,Retail,Store,P157272003815
C204849971350,2024-03-10,Retail,Store,P259318076860
C204849971350,2024-11-10,Retail,Store,P9522096914224
C204849971350,2024-02-28,EC,.CN,P696886329652
C204849971350,2024-11-30,EC,JD,P37241748770
C73585722887,2024-04-23,Retail,Store,P912711632600
C532859721663,2024-08-03,Retail,Store,P7813520113478
C532859721663,2024-11-29,Retail,Store,P416210149791
C532859721663,2024-03-24,EC,.CN,P4827097413511
C49911495997,2024-06-18,Retail,Store,P6171532912371
C49911495997,2024-12-15,EC,MPS,P827289225664
C49911495997,2024-04-06,Retail,Store,P9998195518
C49911495997,2024-04-04,EC,Tmall,P385433636896
C49911495997,2024-07-19,Retail,Store,P423900672172
C49911495997,2025-01-01,EC,MPS,P4138493914303
C49911495997,2024-02-11,Retail,Store,P6427764111349
C49911495997,2024-10-06,Retail,Store,P560692907546
C49911495997,2024-06-18,Retail,Store,P8709138213997
C49911495997,2024-07-23,EC,MPS,P299484382760
C49911495997,2024-10-07,EC,JD,P936066256502
C49911495997,2024-10-11,Retail,Store,P813151721651
C49911495997,2024-11-18,Retail,Store,P217776004899
C49911495997,2024-04-02,EC,JD,P744125149000
C49911495997,2024-03-19,Retail,Store,P865400898785
C49911495997,2024-08-10,EC,MPS,P49999663518
C49911495997,2024-07-21,Retail,Store,P5369052113801
C49911495997,2024-04-01,Retail,Store,P2959199211919
C49911495997,2024-11-12,Retail,Store,P7314463213197
C49911495997,2024-10-03,Retail,Store,P807755341879
C49911495997,2024-07-25,EC,Tmall,P432836136507
C49911495997,2024-07-21,Retail,Store,P9114387632
C49911495997,2024-02-15,EC,Tmall,P7576284013446
C49911495997,2024-08-07,EC,.CN,P382860984839
C49911495997,2024-11-08,EC,Douyin,P268431716912
C49911495997,2024-02-25,Retail,Store,P428206763622
C49911495997,2024-05-14,Retail,Store,P8608244710461
C49911495997,2024-05-03,Retail,Store,P706596499245
C49911495997,2024-12-12,Retail,Store,P079809425072
C49911495997,2024-07-29,Retail,Store,P09301890593
C49911495997,2025-01-20,EC,.CN,P706518621406
C49911495997,2024-11-05,Retail,Store,P0718843069
C49911495997,2024-09-25,Retail,Store,P193898734262
C49911495997,2024-07-24,EC,JD,P053592662884
C49911495997,2024-03-21,EC,Douyin,P636316178427
C49911495997,2024-09-12,EC,JD,P15212239707
C49911495997,2024-08-24,EC,MPS,P771600493502
C49911495997,2024-09-22,EC,JD,P549502463769
C49911495997,2024-09-15,EC,.CN,P880723222946
C49911495997,2024-10-14,Retail,Store,P745970161024
C49911495997,2024-12-24,Retail,Store,P532321468848
C49911495997,2024-09-22,Retail,Store,P1227643712894
C49911495997,2025-01-06,EC,Douyin,P702878841864
C49911495997,2024-06-18,EC,.CN,P393316957279
C49911495997,2024-02-05,EC,.CN,P746737202520
C49911495997,2024-07-28,Retail,Store,P613428294409
C49911495997,2024-09-13,EC,Douyin,P956221377045
C49911495997,2024-06-05,EC,JD,P580999918093
C49911495997,2024-02-29,Retail,Store,P837247146058
C49911495997,2024-06-12,EC,Douyin,P4566217710450
C49911495997,2025-01-14,Retail,Store,P413732923918
C49911495997,2024-02-08,EC,JD,P335554959890
C49911495997,2024-11-09,Retail,Store,P942798753443
C49911495997,2024-02-11,Retail,Store,P20158811536
C49911495997,2024-05-02,Retail,Store,P023646543292
C49911495997,2024-10-08,EC,Douyin,P422220578745
C49911495997,2024-05-28,EC,JD,P69426890703
C49911495997,2024-06-03,Retail,Store,P912009769644
C49911495997,2024-04-05,EC,Douyin,P413239904479
C49911495997,2024-06-24,Retail,Store,P353306634177
C49911495997,2024-09-10,Retail,Store,P786916902418
C49911495997,2024-06-25,EC,MPS,P307958207368
C49911495997,2024-04-16,EC,Tmall,P31463816119
C49911495997,2024-09-17,Retail,Store,P108513803153
C49911495997,2024-10-13,EC,Tmall,P9504458711171
C49911495997,2024-12-04,Retail,Store,P5677410513156
C49911495997,2024-06-08,EC,JD,P3102063113079
C49911495997,2024-09-22,EC,.CN,P890388624875
C49911495997,2024-08-31,EC,JD,P317109195319
C49911495997,2024-04-26,Retail,Store,P298530065559
C49911495997,2024-08-19,EC,.CN,P430502479258
C49911495997,2024-02-23,Retail,Store,P541238341352
C49911495997,2024-10-09,EC,MPS,P074730728523
C49911495997,2024-03-18,Retail,Store,P738030013003
C49911495997,2024-10-21,EC,MPS,P603971273672
C49911495997,2024-10-31,EC,JD,P860208989710
C49911495997,2024-08-23,Retail,Store,P9616136210173
C49911495997,2024-12-07,Retail,Store,P678228707959
C846320921585,2025-01-27,EC,MPS,P0167746310282
C846320921585,2024-08-23,EC,.CN,P9602401311287
C846320921585,2024-10-23,EC,JD,P481186218898
C846320921585,2024-11-02,Retail,Store,P466219572459
C846320921585,2024-06-20,EC,Douyin,P862308492207
C846320921585,2024-02-23,Retail,Store,P6612184612138
C846320921585,2024-09-14,EC,Douyin,P935082712963
C846320921585,2024-05-31,Retail,Store,P4689482910264
C846320921585,2024-07-10,Retail,Store,P046751593280
C846320921585,2024-11-18,EC,Tmall,P444037761643
C846320921585,2025-02-01,Retail,Store,P632018672854
C781543881824,2024-12-11,Retail,Store,P205141919239
C20412972982,2025-01-25,Retail,Store,P1331493014169
C20412972982,2024-09-20,Retail,Store,P171192954137
C20412972982,2024-03-09,Retail,Store,P266021437255
C20412972982,2024-04-03,Retail,Store,P986081196669
C20412972982,2025-01-23,Retail,Store,P391313967220
C20412972982,2024-11-13,Retail,Store,P758539031041
C20412972982,2024-11-01,EC,.CN,P3885273312657
C20412972982,2024-12-21,Retail,Store,P186855964891
C20412972982,2024-10-10,EC,Tmall,P5442514813387
C20412972982,2024-04-01,Retail,Store,P005517644261
C20412972982,2024-04-07,EC,MPS,P868743443046
C06411444134,2024-08-30,EC,Douyin,P1839324510587
C10328255632,2024-09-17,EC,.CN,P259082421462
C50887777843,2024-03-29,Retail,Store,P420082383227
C43528900202,2024-03-28,EC,Tmall,P6512115013010
C37521099916,2024-12-30,EC,.CN,P052848708206
C51669437463,2024-07-15,EC,MPS,P033883427798
C09765519412,2024-11-12,Retail,Store,P519746552968
C09765519412,2024-04-17,Retail,Store,P752104173755
C09765519412,2024-05-10,EC,MPS,P4826120411368
C09765519412,2024-12-02,EC,Douyin,P729855367068
C09765519412,2024-09-01,EC,Douyin,P884940491229
C09765519412,2024-03-04,Retail,Store,P097979341303
C09765519412,2024-11-05,EC,.CN,P287192808503
C09765519412,2024-11-08,Retail,Store,P372256684525
C09765519412,2024-02-10,Retail,Store,P022115773761
C09765519412,2024-03-06,EC,Douyin,P8399293110640
C09765519412,2024-09-30,Retail,Store,P5426665410861
C09765519412,2024-05-05,Retail,Store,P1494107510523
C09765519412,2024-10-06,EC,MPS,P797307263325
C09765519412,2024-09-26,Retail,Store,P3092278311088
C09765519412,2024-12-30,EC,Tmall,P12343688392
C09765519412,2024-03-10,Retail,Store,P419561985811
C09765519412,2024-12-21,Retail,Store,P1040237813365
C09765519412,2024-02-29,Retail,Store,P5403252510305
C09765519412,2024-03-24,Retail,Store,P899313367095
C09765519412,2024-08-15,Retail,Store,P392403401251
C09765519412,2024-05-01,EC,.CN,P6169493111731
C09765519412,2024-02-08,EC,JD,P828341674812
C09765519412,2024-04-09,Retail,Store,P6799658411039
C09765519412,2024-02-26,Retail,Store,P9856134311843
C09765519412,2024-02-15,EC,Tmall,P22709960428
C09765519412,2024-08-21,Retail,Store,P17876800342
C09765519412,2024-04-06,Retail,Store,P5726061311185
C09765519412,2024-08-06,Retail,Store,P866171257442
C09765519412,2024-09-29,EC,Douyin,P456663504321
C09765519412,2024-09-16,EC,JD,P802255429935
C09765519412,2024-07-02,EC,Tmall,P4775475011003
C09765519412,2024-03-21,Retail,Store,P419918345979
C09765519412,2024-11-17,EC,.CN,P3665949413740
C09765519412,2024-12-08,Retail,Store,P616576819864
C09765519412,2024-10-21,Retail,Store,P6294342412494
C09765519412,2025-01-01,Retail,Store,P935082712963
C09765519412,2024-09-12,Retail,Store,P1823021412686
C09765519412,2025-01-26,Retail,Store,P751483383978
C09765519412,2025-01-27,Retail,Store,P122100917126
C09765519412,2024-12-14,Retail,Store,P920974639266
C09765519412,2024-09-10,Retail,Store,P9725375173
C09765519412,2024-10-18,Retail,Store,P205343353421
C09765519412,2024-09-23,EC,Douyin,P378624474729
C09765519412,2024-01-29,Retail,Store,P58175885780
C09765519412,2024-06-03,Retail,Store,P584782894040
C09765519412,2024-07-31,EC,JD,P915936996305
C09765519412,2024-02-04,EC,.CN,P038385605563
C09765519412,2024-11-03,EC,.CN,P55923651628
C09765519412,2025-01-24,Retail,Store,P1348651813223
C09765519412,2024-05-15,Retail,Store,P6665880212811
C09765519412,2024-11-14,Retail,Store,P055342846604
C09765519412,2024-06-01,EC,MPS,P1996869113323
C09765519412,2024-02-24,Retail,Store,P847661668215
C09765519412,2024-12-06,EC,JD,P232360733608
C09765519412,2024-09-22,Retail,Store,P838476656344
C09765519412,2024-12-17,EC,MPS,P5206525113928
C09765519412,2024-09-06,Retail,Store,P6700875112047
C09765519412,2024-12-17,Retail,Store,P887960167030
C09765519412,2024-05-19,Retail,Store,P355847307435
C09765519412,2024-06-29,EC,.CN,P80871660315
C09765519412,2024-03-21,Retail,Store,P341931497571
C09765519412,2024-09-28,EC,.CN,P823147334232
C09765519412,2024-08-23,Retail,Store,P334903073429
C09765519412,2024-02-21,EC,.CN,P2455749111430
C09765519412,2024-01-29,Retail,Store,P0637601319
C09765519412,2024-03-25,Retail,Store,P5998068210942
C09765519412,2024-09-15,Retail,Store,P256719337568
C09765519412,2024-07-21,Retail,Store,P835004304551
C09765519412,2024-11-01,Retail,Store,P8774973010219
C09765519412,2024-02-20,Retail,Store,P399266564502
C612671781232,2024-10-23,EC,Douyin,P713707733812
C612671781232,2024-02-25,Retail,Store,P280598748045
C612671781232,2024-07-15,Retail,Store,P936337171974
C612671781232,2024-09-07,Retail,Store,P0148343210944
C612671781232,2024-06-20,Retail,Store,P751596473072
C612671781232,2024-10-09,EC,Douyin,P207335804588
C612671781232,2024-12-06,EC,JD,P630853463142
C612671781232,2024-10-25,Retail,Store,P33564101481
C612671781232,2024-09-27,EC,MPS,P5296528212167
C612671781232,2024-09-10,Retail,Store,P09795923490
C612671781232,2024-10-28,Retail,Store,P20451573839
C596329101083,2024-08-23,Retail,Store,P1307578212892
C407361431438,2024-09-06,Retail,Store,P2316817913961
C54006815233,2024-11-29,EC,Tmall,P150633129420
C54006815233,2024-02-14,Retail,Store,P532415193851
C54006815233,2024-03-10,Retail,Store,P939332442061
C54006815233,2025-01-13,EC,Douyin,P8866053111230
C54006815233,2024-04-26,EC,Douyin,P055342846604
C54006815233,2024-03-10,EC,.CN,P830980477586
C54006815233,2024-08-11,Retail,Store,P38353483784
C54006815233,2024-08-05,Retail,Store,P070263289738
C54006815233,2024-07-02,Retail,Store,P501057368676
C54006815233,2024-08-04,EC,.CN,P684133863688
C87201856740,2024-09-19,EC,.CN,P967934616004
C07483195986,2024-04-17,EC,Douyin,P656457531222
C293285411023,2024-03-04,EC,JD,P716822275111
C293285411023,2025-01-11,Retail,Store,P159503836645
C293285411023,2024-06-29,EC,JD,P136707546523
C293285411023,2024-05-07,EC,JD,P094504878181
C293285411023,2024-04-06,EC,MPS,P733788777479
C293285411023,2024-02-18,EC,JD,P2242205913903
C293285411023,2024-12-22,EC,JD,P650944301617
C293285411023,2024-08-27,Retail,Store,P526628012725
C80200726517,2024-09-05,Retail,Store,P5157958112765
C616700061172,2024-03-06,Retail,Store,P1662716513459
C802668221507,2024-03-17,EC,Douyin,P463381573689
C802668221507,2024-09-19,Retail,Store,P205999956063
C89208620193,2024-04-03,Retail,Store,P559797753346
C519457171089,2024-08-03,EC,Tmall,P104867335152
C519457171089,2024-09-30,Retail,Store,P1432189010551
C519457171089,2024-11-30,Retail,Store,P72138891414
C751132521383,2024-11-20,Retail,Store,P633720009847
C63385693490,2024-05-26,EC,.CN,P764196482138
C63385693490,2024-04-29,Retail,Store,P819061022899
C63385693490,2024-08-12,Retail,Store,P0102030612283
C63385693490,2024-12-03,Retail,Store,P5934425510374
C50275390533,2024-05-21,EC,JD,P1582214811371
C43144241263,2024-11-03,Retail,Store,P0456765812677
C30938709385,2024-08-12,Retail,Store,P5260958410692
C30938709385,2024-01-31,Retail,Store,P14917576763
C30938709385,2024-09-21,EC,MPS,P68975687298
C30938709385,2024-07-05,Retail,Store,P811571236873
C30938709385,2024-05-04,Retail,Store,P874667191384
C30938709385,2024-12-29,EC,MPS,P9609628012390
C30938709385,2024-07-12,EC,MPS,P58593127834
C30938709385,2024-12-14,EC,.CN,P33627525686
C30938709385,2024-05-11,Retail,Store,P8113377711326
C30938709385,2024-10-16,EC,Tmall,P668876822081
C30938709385,2024-07-08,Retail,Store,P635872183629
C30938709385,2024-12-11,Retail,Store,P231029127164
C30938709385,2024-10-28,Retail,Store,P1745141810277
C30938709385,2024-06-30,Retail,Store,P232360733608
C30938709385,2024-05-21,EC,.CN,P247414912251
C30938709385,2024-11-19,Retail,Store,P5002433711068
C30938709385,2024-11-24,Retail,Store,P486171729121
C30938709385,2024-02-13,Retail,Store,P1847542713278
C30938709385,2024-12-11,Retail,Store,P133375594892
C30938709385,2024-08-01,EC,JD,P2422353310243
C30938709385,2024-12-10,Retail,Store,P33627525686
C30938709385,2024-05-17,Retail,Store,P289695338594
C30938709385,2025-01-30,Retail,Store,P5699252612476
C30938709385,2024-10-17,Retail,Store,P944101983565
C30938709385,2024-10-16,EC,Douyin,P297829221407
C30938709385,2024-07-22,EC,.CN,P0503331510256
C30938709385,2025-01-05,EC,JD,P8955317912441
C30938709385,2024-12-03,EC,Douyin,P097376841533
C30938709385,2024-04-04,EC,Douyin,P4839773513667
C30938709385,2024-08-29,EC,.CN,P14156676524
C30938709385,2024-07-26,EC,MPS,P86461064969
C30938709385,2024-10-25,Retail,Store,P114048702496
C30938709385,2024-08-04,EC,JD,P619056685666
C30938709385,2024-06-13,Retail,Store,P9148812614125
C30938709385,2024-07-19,EC,.CN,P6320866411817
C30938709385,2024-08-12,Retail,Store,P7779977914325
C30938709385,2024-02-20,Retail,Store,P77899709891
C30938709385,2024-02-06,Retail,Store,P3746614611588
C30938709385,2024-12-29,EC,Tmall,P044906924172
C30938709385,2025-01-25,EC,Douyin,P28598475981
C30938709385,2024-12-07,Retail,Store,P250512395788
C30938709385,2024-09-21,Retail,Store,P9026033314290
C30938709385,2024-07-10,EC,JD,P1036004313910
C30938709385,2024-04-07,EC,.CN,P405709788249
C30938709385,2024-10-27,EC,MPS,P2440922812963
C30938709385,2024-07-31,Retail,Store,P088869692032
C30938709385,2024-01-30,EC,Tmall,P2061862713129
C30938709385,2024-06-30,Retail,Store,P334776152978
C30938709385,2024-09-07,Retail,Store,P767365012961
C30938709385,2024-02-26,EC,MPS,P720248276889
C30938709385,2024-05-26,EC,MPS,P021094138295
C30938709385,2024-11-19,EC,JD,P594966872602
C30938709385,2024-12-22,Retail,Store,P861430041342
C30938709385,2024-06-05,EC,Douyin,P559512884628
C30938709385,2024-10-08,Retail,Store,P4917528413457
C30938709385,2024-05-30,Retail,Store,P6701919514216
C30938709385,2025-01-07,EC,.CN,P367269464047
C30938709385,2024-07-30,EC,.CN,P282903311375
C30938709385,2024-02-12,EC,.CN,P124333551985
C30938709385,2024-05-01,EC,MPS,P435383619748
C30938709385,2024-08-14,EC,MPS,P775368111857
C30938709385,2024-05-28,EC,JD,P38377865345
C30938709385,2024-06-13,Retail,Store,P3912202411423
C30938709385,2024-03-03,Retail,Store,P237895263261
C30938709385,2024-04-07,Retail,Store,P809103464751
C30938709385,2024-11-11,Retail,Store,P583985347169
C30938709385,2024-06-13,Retail,Store,P6673845310058
C30938709385,2024-08-24,Retail,Store,P737798604991
C30938709385,2024-12-20,EC,Douyin,P472530549336
C30938709385,2024-04-06,EC,Tmall,P155317028482
C30938709385,2024-08-22,EC,JD,P9308569613597
C30938709385,2025-01-27,Retail,Store,P0383044412621
C30938709385,2025-01-08,EC,Douyin,P905988822715
C30938709385,2024-06-12,Retail,Store,P885303605015
C30938709385,2025-01-09,Retail,Store,P014024923649
C30938709385,2024-02-19,EC,.CN,P088878076899
C30938709385,2024-02-19,Retail,Store,P10028476228
C30938709385,2024-06-27,EC,.CN,P952552895206
C30938709385,2024-03-03,Retail,Store,P7409186612147
C30938709385,2024-08-20,EC,Tmall,P051188184756
C30938709385,2024-10-12,Retail,Store,P762797808098
C30938709385,2025-01-05,Retail,Store,P49410929168
C30938709385,2024-06-30,EC,Tmall,P800180405169
C30938709385,2024-10-14,Retail,Store,P720955315449
C30938709385,2024-12-20,EC,MPS,P0096381312012
C30938709385,2024-11-20,Retail,Store,P773206014773
C30938709385,2024-09-05,EC,.CN,P580357877971
C30938709385,2024-07-11,EC,JD,P7512633513148
C30938709385,2025-01-03,EC,MPS,P902485742975
C30938709385,2024-11-07,Retail,Store,P905769768880
C30938709385,2024-07-28,EC,.CN,P9335480411596
C30938709385,2024-02-05,EC,JD,P22805739226
C30938709385,2024-09-06,EC,JD,P667668072285
C30938709385,2024-06-18,EC,MPS,P8936350310704
C099576811840,2024-10-05,EC,MPS,P843951451937
C37144640260,2024-12-24,Retail,Store,P668341315051
C875871051213,2024-02-07,EC,.CN,P523326178998
C71815502106,2025-01-16,Retail,Store,P6453281111677
C62915992216,2024-05-27,Retail,Store,P173760986483
C870576341011,2024-09-25,EC,.CN,P470170903992
C114667191501,2024-04-19,EC,JD,P015039212010
C094878251422,2024-11-18,EC,Douyin,P4263897313879
C5025066584,2024-10-09,EC,JD,P3452556413789
C5025066584,2024-08-16,EC,.CN,P475651589414
C5025066584,2024-12-07,EC,Douyin,P411541659689
C5025066584,2024-09-28,Retail,Store,P6080003312459
C23022104345,2024-11-25,Retail,Store,P287366151147
C78424417384,2024-11-12,Retail,Store,P377001659544
C086798661207,2024-12-27,EC,MPS,P861562593924
